tag,tray,tray.rep,treatment,block,family,population,uline,dateplanted,shoot,root,survival,daysharvest,leaf_atharvest,height_atharvest,branches_atharvest,datedeathmiss,daysdeath,noddatamiss,totalwhite,totalred,totalnod,contaminated_nfixing_nodules
1210,41,32,Mix,4,WT11,WT,103,18-Oct-11,24,0.12,1,99,9,4NA2,1,0,NA,,NA,NA,NA,NA
1596,55,10,T,5,WT18,WT,104,19-Oct-11,4.4329,0.1868,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,0
1515,52,7,Mix,4,DE11,DE,15,18-Oct-11,10,0.2,1,101,4,1NA1,1,0,NA,0,0,0,0,NA
2522,87,6,T,7,FOR28,FOR,39,20-Oct-11,6.1748,0.2043,0,NA,4,NA,NA,0,54,0,8,0,8,0
470,16,30,T,2,AC7,AC,5,17-Oct-11,3.3876,0.217,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,0
2815,97,19,T,8,F211,F2,24,21-Oct-11,3.3264,0.3231,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,0
1985,69,9,Mix,6,HTD32,HTD,52,19-Oct-11,2.8782,0.3309,0,NA,3,NA,NA,0,55,0,5,0,5,NA
2809,97,13,T,8,FOR26,FOR,38,21-Oct-11,2.303,0.382,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,0
2353,80,25,Mix,7,WR40a,WR,102,20-Oct-11,3.315,0.383,0,NA,1,NA,NA,0,26,0,3,0,3,NA
96,3,32,Mix,1,WT32,WT,108,17-Oct-11,3,0.4,1,94,4,1NA5,1,0,NA,0,1,0,1,NA
2809,97,13,T,8,FOR26,FOR,38,21-Oct-11,1.8021,0.4166,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,0
2188,75,20,Mix,6,DE11,DE,15,19-Oct-11,6.2968,0.4308,0,NA,1,NA,NA,1,NA,0,2,0,2,NA
2616,90,26,T,8,WR8,WR,93,21-Oct-11,2.534,0.4406,0,NA,1,NA,NA,0,41,0,9,0,9,0
2284,78,20,T,7,F221,F2,28,20-Oct-11,4.6629,0.4627,0,NA,2,NA,NA,0,27,0,0,0,0,0
1982,69,6,Mix,6,KA1,KA,63,19-Oct-11,2.5441,0.4652,0,NA,2,NA,NA,0,36,0,2,0,2,NA
2797,97,1,T,8,KA24,KA,71,21-Oct-11,1.9351,0.4687,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,0
2833,98,5,Mix,8,KA11,KA,67,21-Oct-11,2.3294,0.494,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
2614,90,24,T,8,HTR25,HTR,60,21-Oct-11,2.1619,0.5007,0,NA,2,NA,NA,1,NA,0,15,0,15,0
318,12,2,T,1,F228,F2,32,17-Oct-11,2.7398,0.5132,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,0
1875,64,19,T,6,F224,F2,29,19-Oct-11,2.6467,0.5232,0,NA,3,NA,NA,0,57,0,4,0,4,0
2858,98,30,Mix,8,FOR18,FOR,36,21-Oct-11,2.171,0.526,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
1731,59,17,T,5,KA7,KA,65,19-Oct-11,7.1946,0.5655,0,NA,3,NA,NA,0,45,0,0,0,0,0
333,12,17,T,2,RBE15,RBE,76,17-Oct-11,4.4315,0.5923,0,NA,2,NA,NA,0,24,0,4,0,4,0
123,4,27,T,1,DE7,DE,14,17-Oct-11,3.9373,0.5994,0,NA,2,NA,NA,0,44,0,1,0,1,0
2298,79,2,Mix,7,WR48,WR,101,20-Oct-11,5.1,0.6,1,101,6,0NA8,1,0,NA,0,11,8,19,NA
74,3,10,Mix,1,AC12,AC,7,17-Oct-11,7.3,0.6,1,78,6,NA,NA,0,NA,1,NA,NA,NA,NA
2733,95,1,T,8,KA16,KA,68,21-Oct-11,2.03,0.6015,0,NA,3,NA,NA,0,66,0,3,0,3,0
1414,48,16,Mix,4,KA11,KA,67,18-Oct-11,5.1497,0.6137,0,NA,2,NA,NA,0,29,0,9,0,9,NA
1640,56,22,R,5,KA17,KA,69,19-Oct-11,5.4459,0.6173,0,NA,3,NA,NA,0,49,0,0,0,0,NA
2656,92,2,Mix,8,WR18,WR,95,21-Oct-11,2.698,0.6204,0,NA,3,NA,NA,0,48,0,4,2,6,NA
2095,72,23,Mix,6,RBE51,RBE,91,19-Oct-11,3.1624,0.6211,0,NA,2,NA,NA,0,28,0,1,0,1,NA
2353,80,25,Mix,7,WR40a,WR,102,20-Oct-11,3.6878,0.6252,0,NA,1,NA,NA,0,26,0,3,0,3,NA
1109,38,23,T,4,RBE51,RBE,91,18-Oct-11,3.8034,0.6381,0,NA,3,NA,NA,0,40,0,0,0,0,0
650,23,22,T,2,RBE51,RBE,91,17-Oct-11,3.4965,0.6509,0,NA,3,NA,NA,0,42,0,0,0,0,0
2119,73,15,T,6,FOR15,FOR,35,19-Oct-11,3.617,0.6583,0,NA,3,NA,NA,0,60,0,6,0,6,0
2849,98,21,Mix,8,KA1,KA,63,21-Oct-11,2.5584,0.663,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
2148,74,12,T,6,WR22,WR,96,19-Oct-11,3.7993,0.6656,0,NA,2,NA,NA,0,49,0,5,0,5,0
20,1,20,T,1,WR42,WR,99,17-Oct-11,2.878,0.6669,0,NA,3,NA,NA,0,48,0,6,0,6,0
2254,77,22,T,7,WR18,WR,95,20-Oct-11,4.2617,0.6669,0,NA,2,NA,NA,0,34,0,8,0,8,0
2270,78,6,T,7,KA24,KA,71,20-Oct-11,4.9969,0.6674,0,NA,5,NA,NA,0,69,0,7,0,7,0
1088,38,2,T,3,FOR15,FOR,35,18-Oct-11,8.3905,0.6699,0,NA,3,NA,NA,0,23,0,11,0,11,0
2111,73,7,T,6,DE11,DE,15,19-Oct-11,4.3985,0.6707,0,NA,4,NA,NA,0,67,0,8,0,8,0
1216,42,6,T,4,WR48,WR,101,18-Oct-11,4.6937,0.6709,0,NA,3,NA,NA,0,69,0,0,0,0,0
1787,61,9,Mix,5,FOR18,FOR,36,19-Oct-11,3.0751,0.675,0,NA,4,NA,NA,0,93,0,0,NA,0,NA
258,10,6,T,1,WR48,WR,101,17-Oct-11,3.6266,0.681,0,NA,2,NA,NA,0,23,0,2,0,2,0
1727,59,13,T,5,WR18,WR,95,19-Oct-11,8.4278,0.6855,0,NA,2,NA,NA,0,51,0,1,0,1,0
1333,45,27,Mix,4,RBE24,RBE,81,18-Oct-11,3.6086,0.6927,0,NA,3,NA,NA,0,39,0,1,0,1,NA
2602,90,12,T,8,WT36,WT,110,21-Oct-11,2.8337,0.6955,0,NA,NA,NA,NA,0,26,0,2,0,2,0
2268,78,4,T,7,WR8,WR,93,20-Oct-11,5.0903,0.6965,0,NA,2,NA,NA,0,33,0,4,0,4,0
1626,56,8,R,5,RBE48,RBE,90,19-Oct-11,7.9,0.7,1,100,7,2NA1,1,0,NA,0,1,1,2,NA
455,16,15,T,2,WR48,WR,101,17-Oct-11,4.8404,0.7056,0,NA,3,NA,NA,0,30,0,4,0,4,0
2193,75,25,Mix,6,WT11,WT,103,19-Oct-11,4.0359,0.7072,0,NA,1,NA,NA,0,21,0,5,0,5,NA
2303,79,7,Mix,7,FOR43,FOR,42,20-Oct-11,3.5065,0.7084,0,NA,2,NA,NA,0,27,0,4,2,6,NA
2116,73,12,T,6,HTD2,HTD,43,19-Oct-11,3.6935,0.709,0,NA,2,NA,NA,0,25,0,5,0,5,0
2846,98,18,Mix,8,WR42,WR,99,21-Oct-11,5.1776,0.7101,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
1741,59,27,T,5,DE15,DE,17,19-Oct-11,3.0717,0.714,0,NA,4,NA,NA,0,71,0,3,0,3,0
2153,74,17,T,6,DU17,DU,20,19-Oct-11,4.0579,0.7163,0,NA,2,NA,NA,0,27,0,5,0,5,0
129,5,1,Mix,1,RBE51,RBE,91,17-Oct-11,4.6052,0.7168,0,NA,2,NA,NA,0,26,0,3,0,3,NA
645,23,17,T,2,AC12,AC,7,17-Oct-11,2.346,0.7201,0,NA,3,NA,NA,0,54,0,0,0,0,0
2144,74,8,T,6,WT11,WT,103,19-Oct-11,6.2956,0.7202,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,0
2164,74,28,T,6,KA11,KA,67,19-Oct-11,6.0504,0.7225,0,NA,2,NA,NA,0,21,0,2,0,2,0
2833,98,5,Mix,8,KA11,KA,67,21-Oct-11,1.672,0.725,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
254,10,2,T,1,RBE51,RBE,91,17-Oct-11,1.9323,0.7283,0,NA,3,NA,NA,0,71,0,0,0,0,0
2805,97,9,T,8,HTR43,HTR,62,21-Oct-11,2.001,0.732,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,0
706,25,14,Mix,3,KA9,KA,66,18-Oct-11,3.6755,0.7366,0,NA,4,NA,NA,0,59,0,9,0,9,NA
2751,95,19,T,8,F217,F2,25,21-Oct-11,2.4321,0.7381,0,NA,2,NA,NA,0,26,0,2,0,2,0
1943,67,13,T,6,AC12,AC,7,19-Oct-11,2.9274,0.7487,0,NA,2,NA,NA,0,42,0,4,0,4,0
141,5,13,Mix,1,FOR19,FOR,37,17-Oct-11,5.2637,0.7506,0,NA,5,NA,NA,0,69,0,2,1,3,NA
1102,38,16,T,4,WR8,WR,93,18-Oct-11,5.0219,0.7592,0,NA,2,NA,NA,0,35,0,1,0,1,0
2209,76,9,T,7,KA5,KA,64,20-Oct-11,6.3622,0.7618,0,NA,3,NA,NA,0,62,0,3,0,3,0
2219,76,19,T,7,HTR11,HTR,55,20-Oct-11,4.0366,0.7659,0,NA,4,NA,NA,0,42,0,10,0,10,0
1721,59,7,T,5,HTR1,HTR,53,19-Oct-11,3.7497,0.766,0,NA,NA,NA,NA,0,39,0,4,0,4,0
1346,46,12,Mix,4,KA21,KA,70,18-Oct-11,5.1684,0.7762,0,NA,3,NA,NA,0,58,0,1,0,1,NA
2290,78,26,T,7,WR10,WR,94,20-Oct-11,7.2721,0.7779,0,NA,1,NA,NA,0,21,0,3,0,3,0
707,25,15,Mix,3,F219,F2,27,18-Oct-11,5.1311,0.7797,0,NA,3,NA,NA,0,40,0,9,0,9,NA
124,4,28,T,1,FOR15,FOR,35,17-Oct-11,4.1557,0.7841,0,NA,2,NA,NA,0,30,0,0,0,0,0
1683,58,1,T,5,FOR26,FOR,38,19-Oct-11,4.7465,0.7867,0,NA,2,NA,NA,0,35,0,8,0,8,0
2626,91,4,R,8,AC3,AC,3,21-Oct-11,4.4406,0.7946,0,NA,2,NA,NA,0,46,0,5,0,5,NA
2101,72,29,Mix,6,AC12,AC,7,19-Oct-11,3.0344,0.7947,0,NA,4,NA,NA,0,61,0,0,0,0,NA
2130,73,26,T,6,HTD20,HTD,48,19-Oct-11,3.2444,0.7947,0,NA,2,NA,NA,0,21,0,5,0,5,0
1003,35,13,Mix,3,WR8,WR,93,18-Oct-11,3.48,0.8,1,99,6,1NA9,1,0,NA,0,8,3,11,NA
2182,75,14,Mix,6,HTR14,HTR,57,19-Oct-11,8.1,0.8,1,102,7,2,1,0,NA,0,5,3,8,NA
2540,87,24,T,8,HTD26,HTD,50,21-Oct-11,7.4968,0.8001,0,NA,2,NA,NA,0,26,0,6,0,6,0
2335,80,7,Mix,7,WR8,WR,93,20-Oct-11,6.626,0.811,0,NA,2,NA,NA,0,47,0,1,5,6,NA
1745,59,31,T,5,WR31,WR,97,19-Oct-11,5.4743,0.8135,0,NA,3,NA,NA,0,35,0,3,0,3,0
1555,53,15,Mix,5,RBE48,RBE,90,19-Oct-11,6.5212,0.8148,0,NA,5,NA,NA,0,51,0,6,1,7,NA
276,10,24,T,1,FOR26,FOR,38,17-Oct-11,2.4545,0.8188,0,NA,4,NA,NA,0,79,0,1,0,1,0
27,1,27,T,1,WR31,WR,97,17-Oct-11,6.1115,0.821,0,NA,4,NA,NA,0,69,0,11,0,11,0
945,33,19,Mix,3,AC20,AC,11,18-Oct-11,5.3412,0.8318,0,NA,2,NA,NA,0,22,0,2,0,2,NA
361,13,17,Mix,2,RBE2,RBE,73,17-Oct-11,6.2059,0.8328,0,NA,4,NA,NA,0,60,0,0,0,0,NA
2232,76,32,T,7,FOR38,FOR,40,20-Oct-11,3.5467,0.834,0,NA,3,NA,NA,0,48,0,6,0,6,0
2709,93,23,Mix,8,RBE27,RBE,83,21-Oct-11,5.3087,0.8346,0,NA,3,NA,NA,0,37,0,12,0,12,NA
1130,39,16,Mix,4,KA9,KA,66,18-Oct-11,7.0566,0.8357,0,NA,4,NA,NA,0,63,0,5,0,5,NA
1162,40,16,Mix,4,RBE34,RBE,85,18-Oct-11,3.393,0.8363,0,NA,4,NA,NA,0,47,0,2,0,2,NA
2814,97,18,T,8,WT11,WT,103,21-Oct-11,2.7211,0.8414,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,0
2452,83,28,Mix,7,FOR26,FOR,38,20-Oct-11,3.9216,0.8414,0,NA,2,NA,NA,0,36,0,5,0,5,NA
2152,74,16,T,6,KA27,KA,72,19-Oct-11,3.208,0.8419,0,NA,2,NA,NA,0,25,0,2,0,2,0
1314,45,8,Mix,4,RBE51,RBE,91,18-Oct-11,5.8038,0.8444,0,NA,3,NA,NA,0,36,0,8,0,8,NA
2256,77,24,T,7,WR48,WR,101,20-Oct-11,4.8611,0.8457,0,NA,3,NA,NA,0,36,0,7,0,7,0
1779,61,1,Mix,5,WR48,WR,101,19-Oct-11,3.3047,0.8492,0,NA,5,NA,NA,0,93,0,3,0,3,NA
1431,49,1,R,4,RBE51,RBE,91,18-Oct-11,2.5488,0.8507,0,NA,2,NA,NA,0,37,0,7,0,7,NA
341,12,25,T,2,DE2,DE,13,17-Oct-11,6.6685,0.8515,0,NA,2,NA,NA,0,38,0,4,0,4,0
579,20,29,R,2,RBE23,RBE,80,17-Oct-11,4.9347,0.8562,0,NA,4,NA,NA,0,71,0,6,0,6,NA
125,4,29,T,1,KA17,KA,69,17-Oct-11,5.003,0.8627,0,NA,3,NA,NA,0,58,0,1,0,1,0
2742,95,10,T,8,RBE48,RBE,90,21-Oct-11,4.1377,0.8636,0,NA,3,NA,NA,0,42,0,8,0,8,0
2826,97,30,T,8,DE15,DE,17,21-Oct-11,2.9764,0.8637,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,0
1799,61,21,Mix,5,KA1,KA,63,19-Oct-11,4.4902,0.8655,0,NA,3,NA,NA,0,45,0,9,2,11,NA
1948,67,18,T,6,RBE23,RBE,80,19-Oct-11,4.077,0.8784,0,NA,3,NA,NA,0,62,0,0,0,0,0
2829,98,1,Mix,8,WT11,WT,103,21-Oct-11,3.316,0.8813,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
1947,67,17,T,6,DE15,DE,17,19-Oct-11,4.6624,0.8816,0,NA,5,NA,NA,0,72,0,2,0,2,0
2106,73,2,T,6,RBE51,RBE,91,19-Oct-11,4.6036,0.882,0,NA,2,NA,NA,0,24,0,4,0,4,0
2536,87,20,T,8,AC12,AC,7,21-Oct-11,3.2649,0.8944,0,NA,4,NA,NA,0,39,0,3,0,3,0
2810,97,14,T,8,DU17,DU,20,21-Oct-11,2.8243,0.8999,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,0
2855,98,27,Mix,8,RBE24,RBE,81,21-Oct-11,4.3,0.9,1,102,4,1NA1,1,0,NA,0,6,6,12,NA
2260,77,28,T,7,HTD20,HTD,48,20-Oct-11,3.8159,0.9004,0,NA,3,NA,NA,0,38,0,6,0,6,0
1688,58,6,T,5,HTD20,HTD,48,19-Oct-11,5.3861,0.9004,0,NA,2,NA,NA,0,35,0,1,0,1,0
2756,95,24,T,8,F226,F2,30,21-Oct-11,3.3898,0.9025,0,NA,2,NA,NA,0,26,0,4,0,4,0
2140,74,4,T,6,HTR13,HTR,56,19-Oct-11,4.5519,0.9061,0,NA,3,NA,NA,0,50,0,11,0,11,0
561,20,11,R,2,FOR18,FOR,36,17-Oct-11,6.4143,0.9072,0,NA,2,NA,NA,0,44,0,0,0,0,NA
1960,67,30,T,6,HTD25,HTD,49,19-Oct-11,4.1543,0.911,0,NA,3,NA,NA,0,61,0,0,0,0,0
95,3,31,Mix,1,DE15,DE,17,17-Oct-11,3.3839,0.9135,0,NA,3,NA,NA,0,69,0,1,2,3,NA
699,25,7,Mix,3,RBE2,RBE,73,18-Oct-11,6.1521,0.9152,0,NA,5,NA,NA,0,75,0,2,0,2,NA
2196,75,28,Mix,6,HTR8,HTR,54,19-Oct-11,4.464,0.9157,0,NA,3,NA,NA,0,44,0,4,2,6,NA
1607,55,21,T,5,WR48,WR,101,19-Oct-11,3.6514,0.9223,0,NA,4,NA,NA,0,62,0,7,4,11,0
2136,73,32,T,6,F228,F2,32,19-Oct-11,2.4369,0.9228,0,NA,2,NA,NA,0,44,0,8,0,8,0
2350,80,22,Mix,7,F227,F2,31,20-Oct-11,11.2663,0.925,0,NA,3,NA,NA,0,37,0,2,0,2,NA
2798,97,2,T,8,AC21,AC,12,21-Oct-11,2.5732,0.9256,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,0
2806,97,10,T,8,HTD7,HTD,44,21-Oct-11,2.6241,0.934,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,0
1872,64,16,T,6,HTR25,HTR,60,19-Oct-11,2.9476,0.9407,0,NA,2,NA,NA,0,35,0,4,0,4,0
2745,95,13,T,8,KA21,KA,70,21-Oct-11,2.537,0.9419,0,NA,3,NA,NA,0,47,0,0,0,0,0
2155,74,19,T,6,WR8,WR,93,19-Oct-11,7.3175,0.9461,0,NA,3,NA,NA,0,61,0,7,0,7,0
1718,59,4,T,5,F224,F2,29,19-Oct-11,5.1817,0.9478,0,NA,2,NA,NA,0,36,0,3,0,3,0
647,23,19,T,2,WT36,WT,110,17-Oct-11,4.6868,0.9479,0,NA,3,NA,NA,0,42,0,8,0,8,0
2734,95,2,T,8,FOR15,FOR,35,21-Oct-11,3.6655,0.9503,0,NA,3,NA,NA,0,35,0,4,4,8,0
2132,73,28,T,6,WR42,WR,99,19-Oct-11,4.9893,0.9553,0,NA,2,NA,NA,0,28,0,8,0,8,0
1328,45,22,Mix,4,FOR26,FOR,38,18-Oct-11,6.0013,0.9573,0,NA,3,NA,NA,0,41,0,3,0,3,NA
1959,67,29,T,6,DU28,DU,22,19-Oct-11,4.5189,0.9619,0,NA,3,NA,NA,0,45,0,3,0,3,0
1986,69,10,Mix,6,RBE24,RBE,81,19-Oct-11,3.9788,0.964,0,NA,3,NA,NA,0,37,0,9,0,9,NA
2593,90,3,T,8,AC3,AC,3,21-Oct-11,2.2099,0.9812,0,NA,2,NA,NA,0,19,0,0,0,0,0
1324,45,18,Mix,4,F224,F2,29,18-Oct-11,4.3834,0.9834,0,NA,3,NA,NA,0,51,0,0,0,0,NA
2122,73,18,T,6,DE13,DE,16,19-Oct-11,2.9046,0.9868,0,NA,3,NA,NA,0,46,0,1,0,1,0
2598,90,8,T,8,AC15,AC,10,21-Oct-11,4.1098,0.9894,0,NA,2,NA,NA,0,21,0,3,0,3,0
2083,72,11,Mix,6,HTD2,HTD,43,19-Oct-11,3.8439,0.9913,0,NA,2,NA,NA,0,28,0,3,0,3,NA
1989,69,13,Mix,6,WR8,WR,93,19-Oct-11,3.3456,0.9924,0,NA,2,NA,NA,0,36,0,8,0,8,NA
2741,95,9,T,8,WR40a,WR,102,21-Oct-11,3.1156,0.9943,0,NA,3,NA,NA,0,52,0,10,1,11,0
2680,92,26,Mix,8,AC7,AC,5,21-Oct-11,2.5212,0.9946,0,NA,2,NA,NA,0,26,0,3,0,3,NA
2844,98,16,Mix,8,HTR19,HTR,59,21-Oct-11,3.7032,0.9985,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
2611,90,21,T,8,RBE53,RBE,92,21-Oct-11,3.6582,0.999,0,NA,2,NA,NA,0,26,0,3,0,3,0
779,27,23,R,3,HTR8,HTR,54,18-Oct-11,7.3,1,1,97,7,2,1,0,NA,0,12,23,35,NA
2321,79,25,Mix,7,RBE21,RBE,79,20-Oct-11,8.1,1,1,101,7,1NA4,1,0,NA,0,10,24,34,NA
2621,90,31,T,8,WR31,WR,97,21-Oct-11,3.1304,1.0004,0,NA,1,NA,NA,0,26,0,8,0,8,0
1950,67,20,T,6,HTR11,HTR,55,19-Oct-11,4.1099,1.0014,0,NA,4,NA,NA,0,67,0,6,0,6,0
1935,67,5,T,6,WR40a,WR,102,19-Oct-11,4.1747,1.0037,0,NA,2,NA,NA,0,21,0,0,0,0,0
2230,76,30,T,7,AC12,AC,7,20-Oct-11,5.3533,1.005,0,NA,3,NA,NA,0,39,0,3,0,3,0
2599,90,9,T,8,HTD15,HTD,46,21-Oct-11,3.8929,1.0067,0,NA,NA,NA,NA,0,23,0,8,0,8,0
668,24,8,Mix,3,WT36,WT,110,18-Oct-11,5.1001,1.0119,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
1068,37,14,T,3,WR31,WR,97,18-Oct-11,5.4664,1.0134,0,NA,3,NA,NA,0,46,0,8,0,8,0
2228,76,28,T,7,AC3,AC,3,20-Oct-11,4.3394,1.0146,0,NA,3,NA,NA,0,57,0,13,0,13,0
1264,43,22,T,4,AC14,AC,9,18-Oct-11,3.4214,1.0166,0,NA,3,NA,NA,0,42,0,8,0,8,0
1998,69,22,Mix,6,RBE23,RBE,80,19-Oct-11,5.8369,1.0205,0,NA,2,NA,NA,0,35,0,2,0,2,NA
1795,61,17,Mix,5,DU28,DU,22,19-Oct-11,5.0053,1.021,0,NA,4,NA,NA,0,44,0,2,1,3,NA
265,10,13,T,1,F219,F2,27,17-Oct-11,3.7,1.0255,0,NA,1,NA,NA,0,63,0,1,0,1,0
2473,85,3,Mix,7,DU4,DU,19,20-Oct-11,3.9118,1.0259,0,NA,NA,NA,NA,0,26,0,6,0,6,NA
1954,67,24,T,6,RBE34,RBE,85,19-Oct-11,4.5339,1.0276,0,NA,4,NA,NA,0,60,0,1,0,1,0
2110,73,6,T,6,WT39,WT,112,19-Oct-11,4.9156,1.0282,0,NA,2,NA,NA,0,40,0,2,0,2,0
2748,95,16,T,8,FOR38,FOR,40,21-Oct-11,4.0918,1.0287,0,NA,3,NA,NA,0,43,0,14,0,14,0
1523,52,15,Mix,4,KA27,KA,72,18-Oct-11,4.1885,1.0302,0,NA,2,NA,NA,0,29,0,3,0,3,NA
1220,42,10,T,4,AC12,AC,7,18-Oct-11,2.9693,1.0325,0,NA,2,NA,NA,0,27,0,0,0,0,0
2752,95,20,T,8,RBE17,RBE,77,21-Oct-11,4.1542,1.033,0,NA,3,NA,NA,0,45,0,11,0,11,0
2701,93,15,Mix,8,WT39,WT,112,21-Oct-11,6.2247,1.0331,0,NA,3,NA,NA,0,44,0,10,1,11,NA
2073,72,1,Mix,6,RBE34,RBE,85,19-Oct-11,3.1963,1.0346,0,NA,2,NA,NA,0,28,0,5,1,6,NA
14,1,14,T,1,DU26,DU,21,17-Oct-11,3.35424,1.0378,0,NA,3,NA,NA,1,NA,0,7,0,7,0
128,4,32,T,1,AC12,AC,7,17-Oct-11,2.6949,1.0384,0,NA,2,NA,NA,0,30,0,8,0,8,0
2735,95,3,T,8,KA5,KA,64,21-Oct-11,3.1268,1.0387,0,NA,4,NA,NA,0,76,0,0,0,0,0
2161,74,25,T,6,WT30,WT,106,19-Oct-11,4.93,1.0399,0,NA,3,NA,NA,0,67,0,6,0,6,0
2139,74,3,T,6,HTR1,HTR,53,19-Oct-11,4.0758,1.0407,0,NA,3,NA,NA,0,67,0,5,0,5,0
1302,44,28,T,4,WT36,WT,110,18-Oct-11,5.2702,1.0437,0,NA,2,NA,NA,0,43,0,7,0,7,0
1255,43,13,T,4,AC20,AC,11,18-Oct-11,11.8579,1.0441,0,NA,4,NA,NA,0,63,0,3,0,3,0
1198,41,20,Mix,4,RBE25,RBE,82,18-Oct-11,4.2162,1.0445,0,NA,4,NA,NA,0,64,0,6,2,8,NA
2141,74,5,T,6,HTR43,HTR,62,19-Oct-11,5.1713,1.0482,0,NA,3,NA,NA,0,50,0,4,0,4,0
1205,41,27,Mix,4,HTR15,HTR,58,18-Oct-11,47.7,1.05,1,99,11,4NA7,1,0,NA,1,NA,NA,NA,NA
332,12,16,T,2,WT30,WT,106,17-Oct-11,3.9479,1.0512,0,NA,4,NA,NA,0,68,0,6,0,6,0
2529,87,13,T,7,HTR25,HTR,60,20-Oct-11,4.5921,1.0525,0,NA,4,NA,NA,0,47,0,8,0,8,0
1360,46,26,Mix,4,FOR19,FOR,37,18-Oct-11,2.5568,1.0527,0,NA,3,NA,NA,0,41,0,8,0,8,NA
2837,98,9,Mix,8,AC4,AC,4,21-Oct-11,2.6985,1.0548,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
2747,95,15,T,8,WT39,WT,112,21-Oct-11,5.3239,1.0634,0,NA,2,NA,NA,0,41,0,7,0,7,0
2437,83,13,Mix,7,RBE24,RBE,81,20-Oct-11,3.0275,1.0643,0,NA,4,NA,NA,0,36,0,7,0,7,NA
31,1,31,T,1,F211,F2,24,17-Oct-11,3.5252,1.0651,0,NA,2,NA,NA,0,54,0,7,0,7,0
2120,73,16,T,6,KA21,KA,70,19-Oct-11,3.0641,1.0688,0,NA,3,NA,NA,0,41,0,1,0,1,0
262,10,10,T,1,DU17,DU,20,17-Oct-11,2.5898,1.0695,0,NA,3,NA,NA,0,62,0,3,0,3,0
2149,74,13,T,6,KA7,KA,65,19-Oct-11,7.7328,1.0721,0,NA,3,NA,NA,0,45,0,10,0,10,0
2447,83,23,Mix,7,AC12,AC,7,20-Oct-11,4.3553,1.0724,0,NA,3,NA,NA,0,41,0,3,0,3,NA
2197,75,29,Mix,6,AC13,AC,8,19-Oct-11,5.9147,1.0741,0,NA,2,NA,NA,0,26,0,4,0,4,NA
256,10,4,T,1,RBE45,RBE,89,17-Oct-11,4.8202,1.0755,0,NA,3,NA,NA,0,46,0,2,1,3,0
2828,97,32,T,8,AC14,AC,9,21-Oct-11,2.8281,1.0761,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,0
648,23,20,T,2,HTD25,HTD,49,17-Oct-11,4.474,1.0778,0,NA,2,NA,NA,0,30,0,7,0,7,0
2143,74,7,T,6,WR10,WR,94,19-Oct-11,10.0557,1.0781,0,NA,3,NA,NA,0,41,0,9,0,9,0
78,3,14,Mix,1,KA9,KA,66,17-Oct-11,3.6705,1.0804,0,NA,3,NA,NA,0,55,0,3,0,3,NA
109,4,13,T,1,KA5,KA,64,17-Oct-11,3.6881,1.0808,0,NA,2,NA,NA,0,31,0,0,0,0,0
1945,67,15,T,6,WR48,WR,101,19-Oct-11,4.6761,1.0818,0,NA,2,NA,NA,0,35,0,4,0,4,0
114,4,18,T,1,RBE23,RBE,80,17-Oct-11,5.785,1.0847,0,NA,2,NA,NA,0,41,0,13,0,13,0
274,10,22,T,1,RBE38,RBE,86,17-Oct-11,4.0635,1.085,0,NA,3,NA,NA,0,30,0,10,0,10,0
2253,77,21,T,7,RBE32,RBE,84,20-Oct-11,7.3591,1.0852,0,NA,4,NA,NA,0,54,0,3,0,3,0
334,12,18,T,2,RBE2,RBE,73,17-Oct-11,4.5828,1.0889,0,NA,3,NA,NA,0,30,0,2,0,2,0
2720,94,2,Mix,8,RBE23,RBE,80,21-Oct-11,3.2808,1.0899,0,NA,3,NA,NA,0,46,0,0,2,2,NA
1467,50,5,R,4,KA7,KA,65,18-Oct-11,10.4973,1.0932,0,NA,3,NA,NA,0,41,0,4,0,4,NA
548,19,30,T,2,AC20,AC,11,17-Oct-11,3.5795,1.0933,0,NA,2,NA,NA,0,30,0,2,0,2,0
