tag,tray,tray.rep,treatment,block,family,population,uline,dateplanted,shoot,root,survival,daysharvest,leaf_atharvest,height_atharvest,branches_atharvest,datedeathmiss,daysdeath,noddatamiss,totalwhite,totalred,totalnod,contaminated_nfixing_nodules
2601,90,11,T,8,WT23,WT,105,21-Oct-11,3.4292,1.6188,0,NA,2,NA,NA,0,26,0,6,0,6,0
2705,93,19,Mix,8,DE2,DE,13,21-Oct-11,5.6278,1.62,0,NA,4,NA,NA,0,71,0,11,1,12,NA
1250,43,8,T,4,WR22,WR,96,18-Oct-11,5.4263,1.6208,0,NA,2,NA,NA,0,29,0,7,0,7,0
1736,59,22,T,5,DE13,DE,16,19-Oct-11,6.6625,1.6251,0,NA,5,NA,NA,0,67,0,13,0,13,0
936,33,10,Mix,3,HTD7,HTD,44,18-Oct-11,7.1081,1.6275,0,NA,2,NA,NA,0,70,0,27,0,27,NA
208,8,2,R,1,RBE32,RBE,84,17-Oct-11,4.8827,1.6277,0,NA,4,NA,NA,0,58,0,0,0,0,NA
2108,73,4,T,6,HTD28,HTD,51,19-Oct-11,2.7099,1.6278,0,NA,1,NA,NA,0,21,0,2,0,2,0
633,23,5,T,2,DU17,DU,20,17-Oct-11,3.7549,1.6289,0,NA,2,NA,NA,0,39,0,7,0,7,0
1245,43,3,T,4,HTR19,HTR,59,18-Oct-11,5.5232,1.6296,0,NA,2,NA,NA,0,41,0,6,0,6,0
2156,74,20,T,6,HTR15,HTR,58,19-Oct-11,4.5728,1.6328,0,NA,2,NA,NA,0,45,0,13,0,13,0
2533,87,17,T,8,HTR15,HTR,58,21-Oct-11,3.7585,1.6332,0,NA,6,NA,NA,0,70,0,11,0,11,0
453,16,13,T,2,KA16,KA,68,17-Oct-11,5.5935,1.6352,0,NA,2,NA,NA,0,30,0,9,0,9,0
649,23,21,T,2,WR8,WR,93,17-Oct-11,5.7701,1.6381,0,NA,2,NA,NA,0,36,0,6,0,6,0
369,13,25,Mix,2,RBE25,RBE,82,17-Oct-11,6.0514,1.6419,0,NA,3,NA,NA,0,52,0,3,0,3,NA
2609,90,19,T,8,WT37,WT,111,21-Oct-11,4.5684,1.6428,0,NA,2,NA,NA,0,24,0,4,0,4,0
2751,95,19,T,8,F217,F2,25,21-Oct-11,2.904,1.643,0,NA,2,NA,NA,0,26,0,2,0,2,0
2530,87,14,T,7,FOR11,FOR,34,20-Oct-11,5.9943,1.644,0,NA,2,NA,NA,0,25,0,4,0,4,0
1940,67,10,T,6,RBE20,RBE,78,19-Oct-11,7.5235,1.6455,0,NA,2,NA,NA,0,41,0,21,0,21,0
122,4,26,T,1,RBE2,RBE,73,17-Oct-11,7.5566,1.6456,0,NA,4,NA,NA,0,73,0,12,9,21,0
1013,35,23,Mix,3,HTR15,HTR,58,18-Oct-11,5.3825,1.6482,0,NA,2,NA,NA,0,36,0,5,0,5,NA
2215,76,15,T,7,DU28,DU,22,20-Oct-11,5.1727,1.6488,0,NA,3,NA,NA,0,38,0,12,0,12,0
1057,37,3,T,3,F217,F2,25,18-Oct-11,4.6078,1.6491,0,NA,3,NA,NA,0,42,0,15,0,15,0
2275,78,11,T,7,KA16,KA,68,20-Oct-11,6.1775,1.651,0,NA,2,NA,NA,0,22,0,5,0,5,0
1958,67,28,T,6,HTD9,HTD,45,19-Oct-11,7.4457,1.6513,0,NA,3,NA,NA,0,72,0,10,0,10,0
2157,74,21,T,6,WT34,WT,109,19-Oct-11,5.18083,1.6531,0,NA,2,NA,NA,0,28,0,7,0,7,0
1094,38,8,T,3,F228,F2,32,18-Oct-11,5.8589,1.6612,0,NA,4,NA,NA,0,61,0,3,0,3,0
1803,61,25,Mix,5,RBE24,RBE,81,19-Oct-11,5.5118,1.6662,0,NA,2,NA,NA,0,45,0,2,0,2,NA
1726,59,12,T,5,DE7,DE,14,19-Oct-11,5.3096,1.6672,0,NA,3,NA,NA,0,35,0,7,0,7,0
495,17,23,Mix,2,WR8,WR,93,17-Oct-11,4.6257,1.6708,0,NA,3,NA,NA,0,42,0,7,0,7,NA
1789,61,11,Mix,5,RBE23,RBE,80,19-Oct-11,6.1899,1.6719,0,NA,3,NA,NA,0,50,0,3,0,3,NA
2319,79,23,Mix,7,DE13,DE,16,20-Oct-11,8.2481,1.6724,0,NA,3,NA,NA,0,61,0,2,1,3,NA
110,4,14,T,1,RBE27,RBE,83,17-Oct-11,3.7541,1.6733,0,NA,2,NA,NA,0,44,0,9,0,9,0
2852,98,24,Mix,8,HTD7,HTD,44,21-Oct-11,6.5151,1.674,0,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA
2726,94,8,Mix,8,WT37,WT,111,21-Oct-11,14.2827,1.6756,0,NA,2,NA,NA,0,26,0,2,0,2,NA
2216,76,16,T,7,RBE23,RBE,80,20-Oct-11,5.9585,1.6757,0,NA,3,NA,NA,0,40,0,3,0,3,0
1698,58,16,T,5,DU28,DU,22,19-Oct-11,5.0638,1.6771,0,NA,1,NA,NA,0,42,0,9,0,9,0
2282,78,18,T,7,F227,F2,31,20-Oct-11,6.7654,1.6773,0,NA,2,NA,NA,0,33,0,16,0,16,0
833,29,13,T,3,KA5,KA,64,18-Oct-11,2.9852,1.6777,0,NA,3,NA,NA,0,72,0,0,0,0,0
2105,73,1,T,6,WR45,WR,100,19-Oct-11,3.9775,1.6796,0,NA,2,NA,NA,0,39,0,8,0,8,0
842,29,22,T,3,WR48,WR,101,18-Oct-11,4.6284,1.6836,0,NA,3,NA,NA,0,81,0,0,0,0,0
1785,61,7,Mix,5,HTD2,HTD,43,19-Oct-11,3.6927,1.6837,0,NA,3,NA,NA,0,40,0,4,0,4,NA
2824,97,28,T,8,F224,F2,29,21-Oct-11,2.4807,1.687,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,0
1606,55,20,T,5,KA9,KA,66,19-Oct-11,3.0311,1.6884,0,NA,3,NA,NA,0,39,0,5,0,5,0
1883,64,27,T,6,RBE24,RBE,81,19-Oct-11,3.4885,1.6893,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,0
1150,40,4,Mix,4,HTD25,HTD,49,18-Oct-11,5.6777,1.6895,0,NA,3,NA,NA,0,50,0,0,0,0,NA
1326,45,20,Mix,4,KA27,KA,72,18-Oct-11,6.5636,1.6899,0,NA,3,NA,NA,0,42,0,6,1,7,NA
81,3,17,Mix,1,F211,F2,24,17-Oct-11,5.4668,1.6911,0,NA,2,NA,NA,0,38,0,6,0,6,NA
1427,48,29,Mix,4,WR34,WR,98,18-Oct-11,6.8924,1.6937,0,NA,2,NA,NA,0,42,0,12,0,12,NA
2115,73,11,T,6,FOR38,FOR,40,19-Oct-11,5.2571,1.6939,0,NA,2,NA,NA,0,25,0,3,0,3,0
1126,39,12,Mix,4,HTD20,HTD,48,18-Oct-11,6.3012,1.6966,0,NA,2,NA,NA,0,36,0,22,0,22,NA
448,16,8,T,2,FOR19,FOR,37,17-Oct-11,5.5101,1.6974,0,NA,3,NA,NA,0,47,0,3,0,3,0
1262,43,20,T,4,RBE14,RBE,75,18-Oct-11,6.7669,1.6992,0,NA,3,NA,NA,0,46,0,4,0,4,0
1869,64,13,T,5,F228,F2,32,19-Oct-11,7.412,1.6996,0,NA,2,NA,NA,0,43,0,2,0,2,0
703,25,11,Mix,3,F224,F2,29,18-Oct-11,5.12,1.7,1,97,8,6NA6,1,0,NA,0,12,12,24,NA
2671,92,17,Mix,8,DU17,DU,20,21-Oct-11,5.6,1.7,1,102,7,1NA8,1,0,NA,0,22,14,36,NA
2345,80,17,Mix,7,F224,F2,29,20-Oct-11,6,1.7,1,101,6,1NA5,1,0,NA,0,10,13,23,NA
2695,93,9,Mix,8,RBE51,RBE,91,21-Oct-11,8.7,1.7,1,102,7,2,1,0,NA,0,14,4,18,NA
2223,76,23,T,7,HTR14,HTR,57,20-Oct-11,5.0847,1.7039,0,NA,5,NA,NA,0,86,0,3,0,3,0
1071,37,17,T,3,HTR11,HTR,55,18-Oct-11,3.7164,1.7046,0,NA,3,NA,NA,0,64,0,8,0,8,0
2799,97,3,T,8,F27,F2,23,21-Oct-11,2.8558,1.705,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,0
2750,95,18,T,8,RBE20,RBE,78,21-Oct-11,4.3548,1.7057,0,NA,3,NA,NA,0,35,0,6,0,6,0
472,16,32,T,2,FOR11,FOR,34,17-Oct-11,2.7749,1.7091,0,NA,3,NA,NA,0,56,0,4,0,4,0
1285,44,11,T,4,RBE20,RBE,78,18-Oct-11,4.5412,1.7113,0,NA,4,NA,NA,0,52,0,0,0,0,0
1189,41,11,Mix,4,WT31,WT,107,18-Oct-11,5.1369,1.712,0,NA,3,NA,NA,0,36,0,4,0,4,NA
2449,83,25,Mix,7,KA11,KA,67,20-Oct-11,3.5751,1.7128,0,NA,2,NA,NA,0,26,0,9,0,9,NA
848,29,28,T,3,HTR43,HTR,62,18-Oct-11,5.4769,1.7146,0,NA,4,NA,NA,0,67,0,9,0,9,0
2737,95,5,T,8,WR10,WR,94,21-Oct-11,3.5651,1.7147,0,NA,2,NA,NA,0,24,0,7,0,7,0
1306,44,32,T,4,FOR19,FOR,37,18-Oct-11,7.9899,1.7172,0,NA,2,NA,NA,0,36,0,8,0,8,0
2138,74,2,T,6,HTD19,HTD,47,19-Oct-11,6.1126,1.718,0,NA,2,NA,NA,0,28,0,3,0,3,0
1879,64,23,T,6,RBE32,RBE,84,19-Oct-11,7.1468,1.7202,0,NA,3,NA,NA,0,44,0,7,0,7,0
2214,76,14,T,7,RBE40,RBE,87,20-Oct-11,5.4666,1.7315,0,NA,4,NA,NA,0,66,0,16,0,16,0
1877,64,21,T,6,FOR19,FOR,37,19-Oct-11,5.9409,1.7328,0,NA,2,NA,NA,0,37,0,11,0,11,0
2018,70,10,R,6,RBE43,RBE,88,19-Oct-11,5.7043,1.7329,0,NA,3,NA,NA,0,55,0,0,0,0,NA
1529,52,21,Mix,4,RBE20,RBE,78,18-Oct-11,10.7521,1.7342,0,NA,5,NA,NA,0,70,0,14,2,16,NA
2201,76,1,T,7,HTD7,HTD,44,20-Oct-11,6.6439,1.7354,0,NA,3,NA,NA,0,41,0,20,0,20,0
2273,78,9,T,7,AC13,AC,8,20-Oct-11,5.4557,1.7394,0,NA,2,NA,NA,0,21,0,4,0,4,0
1113,38,27,T,4,RBE2,RBE,73,18-Oct-11,4.6677,1.74,0,NA,4,NA,NA,0,78,0,1,0,1,0
2847,98,19,Mix,8,HTR1,HTR,53,21-Oct-11,8.1314,1.74,1,80,NA,NA,NA,0,NA,1,NA,NA,NA,NA
1860,64,4,T,5,WT32,WT,108,19-Oct-11,3.9898,1.7447,0,NA,3,NA,NA,0,66,0,10,0,10,0
330,12,14,T,1,HTD20,HTD,48,17-Oct-11,5.3875,1.745,0,NA,3,NA,NA,0,42,0,9,0,9,0
1325,45,19,Mix,4,HTD9,HTD,45,18-Oct-11,4.5378,1.7459,0,NA,2,NA,NA,0,51,0,2,1,3,NA
1231,42,21,T,4,HTD9,HTD,45,18-Oct-11,2.368,1.7502,0,NA,3,NA,NA,0,78,0,6,0,6,0
694,25,2,Mix,3,RBE15,RBE,76,18-Oct-11,6.182,1.7504,0,NA,3,NA,NA,0,42,0,4,0,4,NA
528,19,10,T,2,F217,F2,25,17-Oct-11,4.2682,1.753,0,NA,3,NA,NA,0,38,0,4,0,4,0
921,32,27,T,3,HTD25,HTD,49,18-Oct-11,3.6045,1.7615,0,NA,2,NA,NA,0,28,0,4,0,4,0
652,23,24,T,2,AC15,AC,10,17-Oct-11,6.5549,1.7634,0,NA,2,NA,NA,0,36,0,4,0,4,0
434,15,26,Mix,2,F217,F2,25,17-Oct-11,4.3289,1.7648,1,95,2,4NA3,1,0,47,0,1,1,2,NA
2224,76,24,T,7,WT36,WT,110,20-Oct-11,6.5601,1.766,0,NA,4,NA,NA,0,67,0,20,0,20,0
2174,75,6,Mix,6,F221,F2,28,19-Oct-11,4.2566,1.7664,0,NA,1,NA,NA,0,21,0,3,0,3,NA
1857,64,1,T,5,F217,F2,25,19-Oct-11,4.2123,1.7682,0,NA,2,NA,NA,0,28,0,5,0,5,0
1743,59,29,T,5,AC21,AC,12,19-Oct-11,5.7703,1.7693,0,NA,2,NA,NA,0,36,0,10,0,10,0
692,24,32,Mix,3,KA24,KA,71,18-Oct-11,4.7084,1.7698,0,NA,3,NA,NA,0,38,0,4,0,4,NA
1686,58,4,T,5,WR42,WR,99,19-Oct-11,7.8856,1.7771,0,NA,2,NA,NA,0,36,0,5,0,5,0
1723,59,9,T,5,WT23,WT,105,19-Oct-11,6.565,1.7808,0,NA,5,NA,NA,0,73,0,12,3,15,0
1605,55,19,T,5,KA5,KA,64,19-Oct-11,4.1081,1.782,0,NA,3,NA,NA,0,81,0,0,0,0,0
1091,38,5,T,3,WR10,WR,94,18-Oct-11,6.2197,1.7866,0,NA,3,NA,NA,0,41,0,13,0,13,0
2208,76,8,T,7,HTR1,HTR,53,20-Oct-11,4.7145,1.787,0,NA,3,NA,NA,0,47,0,19,0,19,0
113,4,17,T,1,FOR28,FOR,39,17-Oct-11,4.4429,1.7893,0,NA,2,NA,NA,0,30,0,4,0,4,0
1288,44,14,T,4,F27,F2,23,18-Oct-11,4.8625,1.7933,0,NA,3,NA,NA,0,50,0,6,0,6,0
487,17,15,Mix,2,HTD25,HTD,49,17-Oct-11,8.7017,1.7935,0,NA,6,NA,NA,0,91,0,4,0,4,NA
327,12,11,T,1,HTD26,HTD,50,17-Oct-11,4.0424,1.7969,0,NA,2,NA,NA,0,47,0,1,0,1,0
86,3,22,Mix,1,AC4,AC,4,17-Oct-11,5.5572,1.7969,0,NA,3,NA,NA,0,57,0,5,1,6,NA
174,6,14,Mix,1,HTD26,HTD,50,17-Oct-11,4.6614,1.7983,0,NA,3,NA,NA,0,47,0,6,1,7,NA
2835,98,7,Mix,8,DE7,DE,14,21-Oct-11,0.8,1.8,1,102,6,1NA6,1,0,NA,0,0,0,0,NA
2089,72,17,Mix,6,RBE2,RBE,73,19-Oct-11,6.2,1.8,1,102,7,1NA5,1,0,NA,0,18,15,33,NA
2817,97,21,T,8,AC4,AC,4,21-Oct-11,2.9833,1.806,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,0
1678,57,28,Mix,5,FOR15,FOR,35,19-Oct-11,6.602,1.806,0,NA,2,NA,NA,0,36,0,10,0,10,NA
1185,41,7,Mix,4,FOR1,FOR,33,18-Oct-11,5.2137,1.8068,0,NA,2,NA,NA,0,35,0,4,0,4,NA
1064,37,10,T,3,HTD32,HTD,52,18-Oct-11,6.506,1.8072,0,NA,3,NA,NA,0,44,0,11,0,11,0
17,1,17,T,1,FOR11,FOR,34,17-Oct-11,4.64563,1.8073,0,NA,2,NA,NA,0,42,0,9,0,9,0
2428,83,4,Mix,7,RBE27,RBE,83,20-Oct-11,6.2869,1.8075,0,NA,2,NA,NA,0,43,0,2,4,6,NA
461,16,21,T,2,WR31,WR,97,17-Oct-11,6.8322,1.8075,0,NA,2,NA,NA,0,28,0,8,0,8,0
467,16,27,T,2,F224,F2,29,17-Oct-11,5.0111,1.8077,0,NA,2,NA,NA,0,30,0,4,0,4,0
2145,74,9,T,6,WT32,WT,108,19-Oct-11,4.5854,1.8101,0,NA,4,NA,NA,0,76,0,15,0,15,0
2597,90,7,T,8,DE2,DE,13,21-Oct-11,3.288,1.8107,0,NA,2,NA,NA,0,26,0,10,0,10,0
843,29,23,T,3,HTR8,HTR,54,18-Oct-11,7.2862,1.8116,0,NA,2,NA,NA,0,29,0,6,0,6,0
1558,53,18,Mix,5,HTD25,HTD,49,19-Oct-11,4.4885,1.8137,0,NA,3,NA,NA,0,43,0,10,0,10,NA
5,1,5,T,1,WR8,WR,93,17-Oct-11,6.4479,1.8163,0,NA,3,NA,NA,0,60,0,22,0,22,0
644,23,16,T,2,AC21,AC,12,17-Oct-11,4.1609,1.8171,0,NA,3,NA,NA,0,47,0,3,0,3,0
2592,90,2,T,8,DU3,DU,18,21-Oct-11,3.0999,1.8175,0,NA,2,NA,NA,0,44,0,11,0,11,0
2542,87,26,T,8,HTR1,HTR,53,21-Oct-11,4.0129,1.819,0,NA,2,NA,NA,0,45,0,5,0,5,0
918,32,24,T,3,KA17,KA,69,18-Oct-11,7.7275,1.8209,0,NA,3,NA,NA,0,80,0,2,0,2,0
2607,90,17,T,8,RBE15,RBE,76,21-Oct-11,4.955,1.821,0,NA,2,NA,NA,0,43,0,2,1,3,0
1206,41,28,Mix,4,FOR19,FOR,37,18-Oct-11,6.164,1.8213,0,NA,3,NA,NA,0,47,0,0,0,0,NA
522,19,4,T,2,WR40a,WR,102,17-Oct-11,3.7895,1.8251,0,NA,2,NA,NA,0,37,0,4,0,4,0
1939,67,9,T,6,WT37,WT,111,19-Oct-11,7.3031,1.827,0,NA,2,NA,NA,0,34,0,4,1,5,0
546,19,28,T,2,RBE21,RBE,79,17-Oct-11,6.0778,1.828,0,NA,3,NA,NA,0,60,0,8,0,8,0
1223,42,13,T,4,DE13,DE,16,18-Oct-11,5.4745,1.83,0,NA,4,NA,NA,0,71,0,12,0,12,0
2474,85,4,Mix,7,WR31,WR,97,20-Oct-11,4.6322,1.832,0,NA,2,NA,NA,0,36,0,24,0,24,NA
1275,44,1,T,4,HTD20,HTD,48,18-Oct-11,4.7764,1.834,0,NA,3,NA,NA,0,59,0,2,0,2,0
1087,38,1,T,3,AC20,AC,11,18-Oct-11,6.3461,1.8341,0,NA,2,NA,NA,0,24,0,1,0,1,0
849,29,29,T,3,FOR18,FOR,36,18-Oct-11,5.6229,1.837,0,NA,2,NA,NA,0,29,0,5,0,5,0
535,19,17,T,2,F218,F2,26,17-Oct-11,4.4452,1.838,0,NA,3,NA,NA,0,59,0,4,0,4,0
1549,53,9,Mix,5,AC13,AC,8,19-Oct-11,6.8926,1.84,0,NA,2,NA,NA,0,36,0,4,1,5,NA
1713,58,31,T,5,F219,F2,27,19-Oct-11,3.2742,1.8404,0,NA,4,NA,NA,0,82,0,0,0,0,0
2425,83,1,Mix,7,WR18,WR,95,20-Oct-11,9.1091,1.8426,0,NA,4,NA,NA,0,59,0,12,10,22,NA
1617,55,31,T,5,AC12,AC,7,19-Oct-11,4.9245,1.8435,0,NA,3,NA,NA,0,44,0,1,0,1,0
2013,70,5,R,6,RBE32,RBE,84,19-Oct-11,4.9225,1.8444,0,NA,4,NA,NA,0,62,0,0,0,0,NA
1603,55,17,T,5,RBE23,RBE,80,19-Oct-11,5.1519,1.8457,0,NA,4,NA,NA,0,56,0,7,0,7,0
1305,44,31,T,4,DE2,DE,13,18-Oct-11,5.3533,1.8479,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,0
2211,76,11,T,7,HTD28,HTD,51,20-Oct-11,NA,1.85,0,NA,4,NA,NA,0,105,0,NA,NA,NA,0
324,12,8,T,1,WT34,WT,109,17-Oct-11,4.3882,1.8518,0,NA,3,NA,NA,0,82,0,0,0,0,0
2235,77,3,T,7,HTD9,HTD,45,20-Oct-11,3.3715,1.8519,0,NA,2,NA,NA,0,52,0,18,0,18,0
2518,87,2,T,7,KA7,KA,65,20-Oct-11,6.332,1.8532,0,NA,4,NA,NA,0,61,0,7,0,7,0
458,16,18,T,2,F228,F2,32,17-Oct-11,3.1361,1.8564,0,NA,3,NA,NA,0,63,0,1,0,1,0
1233,42,23,T,4,HTD32,HTD,52,18-Oct-11,9.2116,1.8569,0,NA,2,NA,NA,0,23,0,4,0,4,0
1938,67,8,T,6,RBE2,RBE,73,19-Oct-11,5.6463,1.857,0,NA,2,NA,NA,0,37,0,12,0,12,0
2250,77,18,T,7,RBE17,RBE,77,20-Oct-11,4.0094,1.8584,0,NA,2,NA,NA,0,26,0,3,0,3,0
2261,77,29,T,7,WT37,WT,111,20-Oct-11,8.0137,1.8606,0,NA,3,NA,NA,0,45,0,6,1,7,0
2820,97,24,T,8,HTR13,HTR,56,21-Oct-11,3.5215,1.8653,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,0
1601,55,15,T,5,FOR38,FOR,40,19-Oct-11,3.2568,1.8669,0,NA,2,NA,NA,0,25,0,6,0,6,0
2754,95,22,T,8,HTR8,HTR,54,21-Oct-11,2.6191,1.8688,0,NA,3,NA,NA,0,54,0,9,0,9,0
1999,69,23,Mix,6,KA27,KA,72,19-Oct-11,4.431,1.8704,0,NA,2,NA,NA,0,37,0,12,0,12,NA
836,29,16,T,3,F211,F2,24,18-Oct-11,7.148,1.8716,0,NA,3,NA,NA,0,42,0,22,0,22,0
2221,76,21,T,7,RBE14,RBE,75,20-Oct-11,6.0445,1.8784,0,NA,3,NA,NA,0,53,0,15,0,15,0
1246,43,4,T,4,HTR14,HTR,57,18-Oct-11,6.279,1.8786,0,NA,3,NA,NA,0,41,0,7,0,7,0
2610,90,20,T,8,WR22,WR,96,21-Oct-11,4.8221,1.8827,0,NA,2,NA,NA,0,25,0,8,0,8,0
26,1,26,T,1,AC7,AC,5,17-Oct-11,5.307,1.884,0,NA,2,NA,NA,0,29,0,13,0,13,0
2118,73,14,T,6,RBE53,RBE,92,19-Oct-11,6.4938,1.8857,0,NA,2,NA,NA,0,28,0,5,0,5,0
1720,59,6,T,5,AC4,AC,4,19-Oct-11,3.6862,1.8868,0,NA,2,NA,NA,0,38,0,6,0,6,0
1218,42,8,T,4,KA17,KA,69,18-Oct-11,5.0088,1.8873,0,NA,1,NA,NA,0,43,0,1,0,1,0
791,28,3,Mix,3,RBE51,RBE,91,18-Oct-11,5.3228,1.8893,0,NA,3,NA,NA,0,42,0,2,0,2,NA
1858,64,2,T,5,HTR14,HTR,57,19-Oct-11,4.7073,1.8907,0,NA,2,NA,NA,0,28,0,25,0,25,0
2523,87,7,T,7,FOR1,FOR,33,20-Oct-11,10.1596,1.8924,0,NA,2,NA,NA,0,54,0,22,0,22,0
1944,67,14,T,6,RBE17,RBE,77,19-Oct-11,5.1568,1.8937,0,NA,2,NA,NA,0,36,0,26,0,26,0
1356,46,22,Mix,4,WR22,WR,96,18-Oct-11,5.7127,1.8941,0,NA,3,NA,NA,0,45,0,4,1,5,NA
1056,37,2,T,3,F221,F2,28,18-Oct-11,4.0943,1.8947,0,NA,4,NA,NA,0,66,0,20,0,20,0
1722,59,8,T,5,FOR15,FOR,35,19-Oct-11,7.9799,1.8964,0,NA,2,NA,NA,0,37,0,12,0,12,0
6,1,6,T,1,DE13,DE,16,17-Oct-11,4.7732,1.8966,0,NA,2,NA,NA,0,30,0,34,0,34,0
1684,58,2,T,5,WR40a,WR,102,19-Oct-11,4.3404,1.8984,0,NA,2,NA,NA,0,28,0,1,0,1,0
2612,90,22,T,8,RBE38,RBE,86,21-Oct-11,4.3588,1.8985,0,NA,2,NA,NA,0,26,0,10,0,10,0
617,22,3,Mix,2,HTR25,HTR,60,17-Oct-11,1.5,1.9,0,NA,NA,NA,NA,1,NA,0,7,26,33,NA
998,35,8,Mix,3,KA1,KA,63,18-Oct-11,3.4,1.9,1,162,9,2NA3,1,0,NA,0,8,17,25,NA
2343,80,15,Mix,7,RBE23,RBE,80,20-Oct-11,9.4,1.9,1,101,8,1NA8,1,0,NA,0,27,25,52,NA
2697,93,11,Mix,8,HTD26,HTD,50,21-Oct-11,10.2,1.9,1,102,14,1NA5,1,0,NA,0,10,5,15,NA
911,32,17,T,3,KA9,KA,66,18-Oct-11,2.8534,1.9021,0,NA,4,NA,NA,0,74,0,6,0,6,0
1228,42,18,T,4,AC13,AC,8,18-Oct-11,2.2949,1.9031,0,NA,3,NA,NA,0,71,0,4,0,4,0
2543,87,27,T,8,WR42,WR,99,21-Oct-11,5.7613,1.9042,0,NA,2,NA,NA,0,26,0,5,0,5,0
1144,39,30,Mix,4,AC11,AC,6,18-Oct-11,6.3152,1.907,0,NA,4,NA,NA,0,49,0,5,4,9,NA
504,17,32,Mix,2,WR34,WR,98,17-Oct-11,6.6543,1.9101,0,NA,3,NA,NA,0,42,0,4,0,4,NA
30,1,30,T,1,KA11,KA,67,17-Oct-11,4.5187,1.9135,0,NA,3,NA,NA,0,32,0,4,0,4,0
2802,97,6,T,8,FOR19,FOR,37,21-Oct-11,4.1543,1.9189,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,0
190,7,16,Mix,1,F228,F2,32,17-Oct-11,5.0683,1.9218,0,NA,3,NA,NA,1,NA,0,3,5,8,NA
190,7,16,Mix,1,F228,F2,32,17-Oct-11,5.0683,1.9218,0,NA,3,NA,NA,0,46,0,11,3,14,NA
2338,80,10,Mix,7,KA1,KA,63,20-Oct-11,5.6665,1.923,0,NA,3,NA,NA,0,42,0,17,3,20,NA
1092,38,6,T,3,F226,F2,30,18-Oct-11,4.2869,1.9242,0,NA,3,NA,NA,0,38,0,8,0,8,0
1166,40,20,Mix,4,F217,F2,25,18-Oct-11,5.5723,1.9252,0,NA,2,NA,NA,0,37,0,4,0,4,NA
2295,78,31,T,7,HTR30,HTR,61,20-Oct-11,2.9253,1.9275,0,NA,4,NA,NA,0,76,0,14,0,14,0
802,28,14,Mix,3,WR45,WR,100,18-Oct-11,5.5048,1.9275,0,NA,4,NA,NA,0,50,0,3,1,4,NA
656,23,28,T,2,AC3,AC,3,17-Oct-11,5.8834,1.9308,0,NA,3,NA,NA,0,68,0,0,0,0,0
1279,44,5,T,4,F219,F2,27,18-Oct-11,3.6806,1.9323,0,NA,5,NA,NA,0,83,0,0,0,0,0
1861,64,5,T,5,FOR39,FOR,41,19-Oct-11,9.5345,1.9334,0,NA,4,NA,NA,0,73,0,26,0,26,0
925,32,31,T,3,KA24,KA,71,18-Oct-11,3.2646,1.9344,0,NA,2,NA,NA,0,29,0,2,0,2,0
98,4,2,T,1,HTR15,HTR,58,17-Oct-11,4.6535,1.9357,0,NA,3,NA,NA,0,66,0,9,0,9,0
320,12,4,T,1,KA27,KA,72,17-Oct-11,4.6764,1.9359,0,NA,2,NA,NA,0,40,0,2,0,2,0
913,32,19,T,3,FOR39,FOR,41,18-Oct-11,6.1847,1.9373,0,NA,2,NA,NA,0,41,0,6,0,6,0
1610,55,24,T,5,DE2,DE,13,19-Oct-11,3.8908,1.9407,0,NA,2,NA,NA,0,28,0,8,0,8,0
1527,52,19,Mix,4,RBE14,RBE,75,18-Oct-11,5.3798,1.9408,0,NA,2,NA,NA,0,29,0,25,0,25,NA
497,17,25,Mix,2,DU3,DU,18,17-Oct-11,7.5598,1.9416,0,NA,3,NA,NA,0,39,0,2,0,2,NA
1106,38,20,T,4,WT37,WT,111,18-Oct-11,3.0573,1.9429,0,NA,2,NA,NA,0,35,0,7,0,7,0
1086,37,32,T,3,F224,F2,29,18-Oct-11,5.7544,1.9442,0,NA,2,NA,NA,0,28,0,4,0,4,0
1679,57,29,Mix,5,KA27,KA,72,19-Oct-11,7.2561,1.9449,0,NA,3,NA,NA,0,37,0,5,0,5,NA
342,12,26,T,2,DE13,DE,16,17-Oct-11,5.9204,1.9464,0,NA,3,NA,NA,0,42,0,7,0,7,0
1138,39,24,Mix,4,HTR15,HTR,58,18-Oct-11,6.3668,1.9518,0,NA,4,NA,NA,0,65,0,6,0,6,NA
1962,67,32,T,6,RBE40,RBE,87,19-Oct-11,4.7525,1.9535,0,NA,2,NA,NA,0,38,0,19,0,19,0
1271,43,29,T,4,HTR11,HTR,55,18-Oct-11,2.6028,1.9544,0,NA,2,NA,NA,0,23,0,3,0,3,0
447,16,7,T,2,HTD28,HTD,51,17-Oct-11,4.7063,1.9575,0,NA,4,NA,NA,0,85,0,6,0,6,0
1274,43,32,T,4,HTD28,HTD,51,18-Oct-11,6.4322,1.9589,0,NA,4,NA,NA,0,68,0,3,0,3,0
1700,58,18,T,5,HTR8,HTR,54,19-Oct-11,4.3309,1.9614,0,NA,3,NA,NA,0,37,0,6,0,6,0
