"position","block","line","pop","survival","leaf","nod","plant_ID","shoot","root","choice","totalred","env","dataset","diss","flo","fru"
"22","2","DE15","DE",1,14,241,"618-22",47.4,16.1,0.663900414937759,160,"GH","ESC-greenhouse","Simonsen",NA,NA
"7","1","KA16","KA",1,8,199,"183-7",31.2,16.3,0.693467336683417,138,"GH","ESC-greenhouse","Simonsen",NA,NA
"72","6","KA16","KA",1,10,260,"2081-72",28.3,16.9,0.719230769230769,187,"GH","ESC-greenhouse","Simonsen",NA,NA
"24","3","WR31","WR",1,12,210,"690-24",65.8,17.1,0.60952380952381,128,"GH","ESC-greenhouse","Simonsen",NA,NA
"15","2","WT30","WT",1,11,139,"425-15",45.3,17.4,0.62589928057554,87,"GH","ESC-greenhouse","Simonsen",NA,NA
"92","8","F224","F2",1,11,315,"2673-92",38.4,17.7,0.393650793650794,124,"GH","ESC-greenhouse","Simonsen",NA,NA
"53","5","DE7","DE",1,10,193,"1564-53",39,17.7,0.492227979274611,95,"GH","ESC-greenhouse","Simonsen",NA,NA
"61","5","WR40a","WR",1,14,135,"1782-61",64,17.8,0.696296296296296,94,"GH","ESC-greenhouse","Simonsen",NA,NA
"35","3","HTR25","HTR",1,8,115,"997-35",40,17.9,0.339130434782609,39,"GH","ESC-greenhouse","Simonsen",NA,NA
"40","4","WT18","WT",1,10,151,"1148-40",43.1,18.3,0.589403973509934,89,"GH","ESC-greenhouse","Simonsen",NA,NA
"17","2","RBE38","RBE",1,12,84,"485-17",46.2,19.1,0.75,63,"GH","ESC-greenhouse","Simonsen",NA,NA
"75","6","AC15","AC",1,9,186,"2179-75",54.8,19.5,0.580645161290323,108,"GH","ESC-greenhouse","Simonsen",NA,NA
"39","4","WR31","WR",1,8,170,"1143-39",39,19.8,0.482352941176471,82,"GH","ESC-greenhouse","Simonsen",NA,NA
"24","3","F217","F2",1,11,175,"682-24",50.4,19.8,0.48,84,"GH","ESC-greenhouse","Simonsen",NA,NA
"57","5","KA7","KA",1,9,217,"1657-57",70.8,21,0.714285714285714,155,"GH","ESC-greenhouse","Simonsen",NA,NA
"24","3","WR34","WR",1,11,164,"673-24",46.9,21.1,0.682926829268293,112,"GH","ESC-greenhouse","Simonsen",NA,NA
"36","3","F219","F2",1,11,230,"1047-36",35.5,21.5,0.61304347826087,141,"GH","ESC-greenhouse","Simonsen",NA,NA
"28","3","WT30","WT",1,10,544,"795-28",44,21.5,0.430147058823529,234,"GH","ESC-greenhouse","Simonsen",NA,NA
"48","4","WT30","WT",1,9,462,"1422-48",47.8,21.5,0.452380952380952,209,"GH","ESC-greenhouse","Simonsen",NA,NA
"40","4","KA24","KA",1,16,212,"1154-40",57.6,21.6,0.641509433962264,136,"GH","ESC-greenhouse","Simonsen",NA,NA
"39","4","RBE34","RBE",1,13,196,"1128-39",48.4,21.8,0.352040816326531,69,"GH","ESC-greenhouse","Simonsen",NA,NA
"69","6","HTD28","HTD",1,12,373,"1997-69",62,22.3,0.788203753351206,294,"GH","ESC-greenhouse","Simonsen",NA,NA
"40","4","AC20","AC",1,18,59,"1176-40",68.2,22.4,0.76271186440678,45,"GH","ESC-greenhouse","Simonsen",NA,NA
"48","4","WR34","WR",1,10,274,"1408-48",38.7,22.6,0.722627737226277,198,"GH","ESC-greenhouse","Simonsen",NA,NA
"62","5","RBE17","RBE",1,14,180,"1812-62",94,22.8,0.577777777777778,104,"GH","ESC-greenhouse","Simonsen",NA,NA
"61","5","HTD28","HTD",1,16,249,"1806-61",54,23.1,0.843373493975904,210,"GH","ESC-greenhouse","Simonsen",NA,NA
"61","5","HTR25","HTR",1,16,185,"1793-61",53,23.5,0.686486486486486,127,"GH","ESC-greenhouse","Simonsen",NA,NA
"36","3","DU17","DU",1,11,302,"1033-36",48.1,25.3,0.596026490066225,180,"GH","ESC-greenhouse","Simonsen",NA,NA
"6","1","KA7","KA",1,16,221,"173-6",61.8,25.5,0.891402714932127,197,"GH","ESC-greenhouse","Simonsen",NA,NA
"94","8","DE15","DE",1,12,266,"2731-94",69.2,26,0.714285714285714,190,"GH","ESC-greenhouse","Simonsen",NA,NA
"17","2","HTD28","HTD",1,13,194,"490-17",51.5,26.1,0.881443298969072,171,"GH","ESC-greenhouse","Simonsen",NA,NA
"69","6","RBE38","RBE",1,10,242,"1984-69",80,28,0.735537190082645,178,"GH","ESC-greenhouse","Simonsen",NA,NA
"41","4","KA16","KA",1,13,281,"1187-41",59.4,28.1,0.761565836298932,214,"GH","ESC-greenhouse","Simonsen",NA,NA
"52","4","DU4","DU",1,12,333,"1533-52",63,29.2,0.870870870870871,290,"GH","ESC-greenhouse","Simonsen",NA,NA
"39","4","KA7","KA",1,11,571,"1118-39",76,29.2,0.355516637478109,203,"GH","ESC-greenhouse","Simonsen",NA,NA
"41","4","AC15","AC",1,10,263,"1209-41",63.1,30.2,0.752851711026616,198,"GH","ESC-greenhouse","Simonsen",NA,NA
"5","1","WT30","WT",1,10,220,"142-5",67,30.4,0.45,99,"GH","ESC-greenhouse","Simonsen",NA,NA
"48","4","DE15","DE",1,13,279,"1400-48",80.2,30.7,0.612903225806452,171,"GH","ESC-greenhouse","Simonsen",NA,NA
"57","5","F224","F2",1,10,212,"1651-57",74.8,31.7,0.683962264150943,145,"GH","ESC-greenhouse","Simonsen",NA,NA
"75","6","FOR15","FOR",1,18,315,"2173-75",111.8,32.7,0.711111111111111,224,"GH","ESC-greenhouse","Simonsen",NA,NA
"48","4","DE7","DE",1,9,324,"1409-48",45.2,32.8,0.524691358024691,170,"GH","ESC-greenhouse","Simonsen",NA,NA
"36","3","RBE38","RBE",1,14,198,"1043-36",71.5,32.9,0.666666666666667,132,"GH","ESC-greenhouse","Simonsen",NA,NA
"33","3","HTD28","HTD",1,11,332,"931-33",59,33,0.840361445783133,279,"GH","ESC-greenhouse","Simonsen",NA,NA
"31","3","WR34","WR",1,9,395,"874-31",53.1,33.5,0.615189873417721,243,"GH","ESC-greenhouse","Simonsen",NA,NA
"33","3","WT30","WT",1,15,333,"954-33",85,33.9,0.576576576576577,192,"GH","ESC-greenhouse","Simonsen",NA,NA
